T10_800SD,AVGP
25.6402252839,0.0147058823529
25.8777907378,0.0294117647059
28.4057626952,0.0441176470588
28.9899944737,0.0588235294118
30.569585111,0.0735294117647
30.7031886533,0.0882352941176
31.4067206897,0.102941176471
31.4362952334,0.117647058824
32.0633447613,0.132352941176
32.1846762189,0.147058823529
32.189230527,0.161764705882
32.5049080957,0.176470588235
32.5882011326,0.191176470588
33.0915066476,0.205882352941
33.6170058487,0.220588235294
34.0269917935,0.235294117647
34.4606629028,0.25
35.1931393611,0.264705882353
35.2180555318,0.279411764706
35.2973376326,0.294117647059
35.3063786367,0.308823529412
35.4589688664,0.323529411765
35.8106166502,0.338235294118
36.1038539718,0.352941176471
37.0467245279,0.367647058824
37.4133890711,0.382352941176
37.6088022949,0.397058823529
37.6370127542,0.411764705882
37.8022133593,0.426470588235
37.842128542,0.441176470588
37.8502039963,0.455882352941
37.9030431073,0.470588235294
37.9322968758,0.485294117647
38.0618593368,0.5
38.123323002,0.514705882353
38.1536417434,0.529411764706
38.1610035367,0.544117647059
38.399113231,0.558823529412
38.40301634,0.573529411765
38.4307866272,0.588235294118
38.5413868507,0.602941176471
38.6380020811,0.617647058824
39.0120729556,0.632352941176
39.1841679327,0.647058823529
39.4935114956,0.661764705882
39.5297131906,0.676470588235
39.8196818648,0.691176470588
40.0930334627,0.705882352941
40.1800421839,0.720588235294
40.6317381183,0.735294117647
40.6936576659,0.75
40.8119333392,0.764705882353
40.9667408736,0.779411764706
41.443285211,0.794117647059
41.4440343346,0.808823529412
41.5267376214,0.823529411765
41.6242011353,0.838235294118
41.8325274017,0.852941176471
42.0690323068,0.867647058824
42.4694408132,0.882352941176
42.6453170142,0.897058823529
43.0788963187,0.911764705882
43.131530288,0.926470588235
43.2891457432,0.941176470588
43.8779768878,0.955882352941
43.9013948486,0.970588235294
49.0853029175,0.985294117647
50.172868698,1.0
